"","publisher","date","type","XY","wqual","qual","freq"
"1917","NOS nieuws","26-2-2021","SF","?realitySF?_JA21",1,1,1
"1918","NOS nieuws","26-2-2021","SF","?realitySF?_VOLT",1,1,1
"1919","NOS nieuws","26-2-2021","SF","?realitySF?_VVD",0,0,1
"1920","NOS nieuws","27-2-2021","IP","party_bestrijdingCrim",2,1,2
"1921","NOS nieuws","27-2-2021","MP","media_VVD",1,1,1
"1922","NOS nieuws","27-2-2021","SP","society_PvdA",-2,-1,2
"1923","NOS nieuws","28-2-2021","IP","party_vrijheidsrechten",1,1,1
"1924","NOS nieuws","28-2-2021","MP","media_PVV",-1,-1,1
"1925","NOS nieuws","28-2-2021","SF","?realitySF?_CDA",0,0,1
"1926","NOS nieuws","28-2-2021","SF","?realitySF?_D66",0,0,2
"1927","NOS nieuws","28-2-2021","SF","?realitySF?_GroenLinks",0,0,1
"1928","NOS nieuws","28-2-2021","SF","?realitySF?_PVV",0,0,1
"1929","NOS nieuws","28-2-2021","SF","?realitySF?_SP",0,0,1
"1930","NOS nieuws","28-2-2021","SF","?realitySF?_VVD",0,0,1
"1931","NOS nieuws","3-3-2021","SF","?realitySF?_CDA",1,1,1
"1932","NOS nieuws","3-3-2021","SF","?realitySF?_PVV",1,1,1
"1933","NOS nieuws","3-3-2021","SF","?realitySF?_SGP",1,1,1
"1934","NOS nieuws","3-3-2021","SF","?realitySF?_VOLT",0,0,1
"1935","NOS nieuws","3-3-2021","SF","?realitySF?_VVD",1,1,1
"1936","NOS nieuws","4-3-2021","IP","party_SocZek",-3,-0.6,5
"1937","NOS nieuws","4-3-2021","IP","party_klimaatMilieu",-1,-0.333333333333333,3
"1938","NOS nieuws","4-3-2021","IP","party_werk",1,1,1
"1939","NOS nieuws","4-3-2021","MP","media_VVD",-1,-1,1
"1940","NOS nieuws","4-3-2021","SP","society_D66",1,1,1
"1941","NOS nieuws","4-3-2021","SP","society_PvdD",1,1,1
"1942","NOS nieuws","5-3-2021","CP","politics_CDA",-4,-1,4
"1943","NOS nieuws","5-3-2021","IP","party_SocZek",-3,-1,3
"1944","NOS nieuws","5-3-2021","IP","party_normenWaarden",-1,-1,1
"1945","NOS nieuws","5-3-2021","IP","party_vrijheidsrechten",2,1,2
"1946","NOS nieuws","5-3-2021","IP","party_werk",2,1,2
"1947","NOS nieuws","5-3-2021","REA","?realityUD?_SocZek",2,1,2
"1948","NOS nieuws","5-3-2021","REA","?realityUD?_campagne",2,1,2
"1949","NOS nieuws","5-3-2021","REA","?realityUD?_vrijheidsrechten",2,0.5,4
"1950","NOS nieuws","5-3-2021","SF","?realitySF?_CDA",2,1,2
"1951","NOS nieuws","6-3-2021","IP","party_geZorg",1,1,1
"1952","NOS nieuws","6-3-2021","REA","?realityUD?_campagne",0,0,1
"1953","NOS nieuws","6-3-2021","REA","?realityUD?_geZorg",2,1,2
"1954","NOS nieuws","6-3-2021","REA","?realityUD?_integratie",-1,-1,1
"1955","NOS nieuws","6-3-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"1956","NOS nieuws","6-3-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"1957","NOS nieuws","6-3-2021","REA","?realityUD?_woning",-1,-1,1
"1958","NOS nieuws","7-2-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"1959","NOS nieuws","7-2-2021","SF","?realitySF?_PvdA",0,0,1
"1960","NOS nieuws","7-2-2021","SF","?realitySF?_PvdD",1,1,1
"1961","NOS nieuws","7-2-2021","SF","?realitySF?_VVD",1,1,1
"1962","NOS nieuws","8-2-2021","REA","?realityUD?_coronabestrijding",1,0.5,2
"1963","NOS nieuws","8-2-2021","REA","?realityUD?_geZorg",-1,-1,1
"1964","NOS nieuws","8-2-2021","REA","?realityUD?_integratie",-1,-1,1
"1965","NOS nieuws","8-2-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"1966","NOS nieuws","8-3-2021","IP","party_coronabestrijding",0,0,5
"1967","NOS nieuws","8-3-2021","IP","party_coronaverspreiding",1,0.333333333333333,3
"1968","NOS nieuws","8-3-2021","IP","party_normenWaarden",1,1,1
"1969","NOS nieuws","8-3-2021","IP","party_vrijheidsrechten",4,1,4
"1970","NOS nieuws","8-3-2021","MP","media_FvD",-1,-1,1
"1971","NOS nieuws","8-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1972","NOS nieuws","8-3-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"1973","NOS nieuws","9-2-2021","CP","politics_GroenLinks",1,1,1
"1974","NOS nieuws","9-2-2021","CP","politics_PvdA",1,1,1
"1975","NOS nieuws","9-2-2021","CP","politics_SP",1,1,1
"1976","NOS nieuws","9-2-2021","IP","party_coronabestrijding",1,1,1
"1977","NOS nieuws","9-2-2021","IP","party_normenWaarden",-1,-1,1
"1978","NOS nieuws","9-2-2021","IP","party_vrijheidsrechten",-3,-1,3
"1979","NOS nieuws","9-2-2021","REA","?realityUD?_coronabestrijding",0,0,2
"1980","NOS nieuws","9-2-2021","REA","?realityUD?_ondernemingsklimaat",-2,-1,2
"1981","NOS nieuws","9-2-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"1982","NOS nieuws","9-2-2021","REA","?realityUD?_woning",1,1,1
"1983","NOS nieuws","9-2-2021","SF","?realitySF?_CU",0,0,1
"1984","NOS nieuws","9-2-2021","SF","?realitySF?_D66",1,1,1
"1985","NOS nieuws","9-2-2021","SF","?realitySF?_GroenLinks",1,1,1
"1986","NOS nieuws","9-2-2021","SF","?realitySF?_PvdA",1,0.333333333333333,3
"1987","NOS nieuws","9-2-2021","SF","?realitySF?_SGP",0,0,1
"1988","NOS nieuws","9-3-2021","CP","politics_CU",1,1,1
"1989","NOS nieuws","9-3-2021","IP","party_coronabestrijding",-1,-1,1
"1990","NOS nieuws","9-3-2021","IP","party_klimaatMilieu",2,1,2
"1991","NOS nieuws","9-3-2021","IP","party_ondernemingsklimaat",1,1,1
"1992","NOS nieuws","9-3-2021","MP","media_FvD",-1,-1,1
"1993","NOS nieuws","9-3-2021","REA","?realityUD?_campagne",0,0,1
"1994","NOS nieuws","9-3-2021","REA","?realityUD?_klimaatMilieu",-1,-1,1
"1995","NOS nieuws","9-3-2021","SF","?realitySF?_50Plus",0,0,1
"1996","NOS nieuws","9-3-2021","SF","?realitySF?_BIJ1",1,1,1
"1997","NOS nieuws","9-3-2021","SF","?realitySF?_CDA",-1,-0.333333333333333,3
"1998","NOS nieuws","9-3-2021","SF","?realitySF?_D66",1,1,1
"1999","NOS nieuws","9-3-2021","SF","?realitySF?_FvD",-1,-1,1
"2000","NOS nieuws","9-3-2021","SF","?realitySF?_JA21",1,1,1
"2001","NOS nieuws","9-3-2021","SF","?realitySF?_PVV",0,0,3
"2002","NOS nieuws","9-3-2021","SF","?realitySF?_VVD",1,0.25,4
"2003","NRC Handelsblad","1-2-2021","IP","party_normenWaarden",-1,-1,1
"2004","NRC Handelsblad","1-2-2021","IP","party_ontwikkelingCrim",1,1,1
"2005","NRC Handelsblad","1-2-2021","MP","media_FvD",1,1,1
"2006","NRC Handelsblad","1-2-2021","REA","?realityUD?_SocZek",2,1,2
"2007","NRC Handelsblad","1-2-2021","REA","?realityUD?_coronabestrijding",-5,-0.714285714285714,7
"2008","NRC Handelsblad","1-2-2021","REA","?realityUD?_klimaatMilieu",-1,-1,1
"2009","NRC Handelsblad","1-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"2010","NRC Handelsblad","1-2-2021","REA","?realityUD?_werk",-1,-1,1
"2011","NRC Handelsblad","1-2-2021","SF","?realitySF?_CodeOranje",0,0,2
"2012","NRC Handelsblad","1-2-2021","SF","?realitySF?_FvD",0.25,0.333333333333333,2.25
"2013","NRC Handelsblad","1-2-2021","SF","?realitySF?_JA21",0.25,0.5,1.25
"2014","NRC Handelsblad","1-2-2021","SF","?realitySF?_PVV",0.25,1,0.25
"2015","NRC Handelsblad","1-2-2021","SF","?realitySF?_PvdD",0,0,1
"2016","NRC Handelsblad","1-2-2021","SF","?realitySF?_VVD",0.25,1,0.25
"2017","NRC Handelsblad","1-2-2021","SP","society_CodeOranje",-1,-1,1
"2018","NRC Handelsblad","1-3-2021","IP","party_SocZek",-1,-1,1
"2019","NRC Handelsblad","1-3-2021","IP","party_coronabestrijding",0,0,1
"2020","NRC Handelsblad","1-3-2021","IP","party_vrijheidsrechten",-1,-1,1
"2021","NRC Handelsblad","1-3-2021","MP","media_VVD",1,0.2,5
"2022","NRC Handelsblad","1-3-2021","REA","?realityUD?_OenW",1,1,1
"2023","NRC Handelsblad","1-3-2021","REA","?realityUD?_SocZek",1,1,1
"2024","NRC Handelsblad","1-3-2021","REA","?realityUD?_begrotingssaldo",-2,-1,2
"2025","NRC Handelsblad","1-3-2021","REA","?realityUD?_campagne",1,0.5,2
"2026","NRC Handelsblad","1-3-2021","REA","?realityUD?_geZorg",1,1,1
"2027","NRC Handelsblad","1-3-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"2028","NRC Handelsblad","1-3-2021","REA","?realityUD?_ontwikkelingCrim",-1,-1,1
"2029","NRC Handelsblad","1-3-2021","SF","?realitySF?_CDA",0,0,2
"2030","NRC Handelsblad","1-3-2021","SF","?realitySF?_D66",0,0,1
"2031","NRC Handelsblad","1-3-2021","SF","?realitySF?_FvD",0,0,2
"2032","NRC Handelsblad","1-3-2021","SF","?realitySF?_GroenLinks",0,0,1
"2033","NRC Handelsblad","1-3-2021","SF","?realitySF?_PVV",0,0,1
"2034","NRC Handelsblad","1-3-2021","SF","?realitySF?_SP",0,0,1
"2035","NRC Handelsblad","1-3-2021","SF","?realitySF?_VOLT",1,0.5,2
"2036","NRC Handelsblad","1-3-2021","SF","?realitySF?_VVD",-1,-1,1
"2037","NRC Handelsblad","1-3-2021","SP","society_FvD",0,0,2
"2038","NRC Handelsblad","1-3-2021","SP","society_VOLT",1,1,1
"2039","NRC Handelsblad","1-3-2021","SP","society_VVD",-1,-0.5,2
"2040","NRC Handelsblad","10-2-2021","IP","party_normenWaarden",-1,-1,1
"2041","NRC Handelsblad","10-2-2021","IP","party_vrijheidsrechten",-4,-1,4
"2042","NRC Handelsblad","10-2-2021","REA","?realityUD?_campagne",1,1,1
"2043","NRC Handelsblad","10-2-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"2044","NRC Handelsblad","10-2-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"2045","NRC Handelsblad","10-2-2021","REA","?realityUD?_normenWaarden",-2,-1,2
"2046","NRC Handelsblad","10-2-2021","REA","?realityUD?_vrijheidsrechten",-5,-1,5
"2047","NRC Handelsblad","10-2-2021","SF","?realitySF?_CDA",0,0,2
"2048","NRC Handelsblad","10-2-2021","SF","?realitySF?_FvD",-1,-0.333333333333333,3
"2049","NRC Handelsblad","10-2-2021","SF","?realitySF?_SGP",0,0,1
"2050","NRC Handelsblad","10-3-2021","IP","party_campagne",0,0,2
"2051","NRC Handelsblad","10-3-2021","IP","party_coronabestrijding",-1,-1,1
"2052","NRC Handelsblad","10-3-2021","IP","party_issue",-1,-1,1
"2053","NRC Handelsblad","10-3-2021","IP","party_ontwikkelingCrim",-1,-1,1
"2054","NRC Handelsblad","10-3-2021","IP","party_vrijheidsrechten",1,1,1
"2055","NRC Handelsblad","10-3-2021","IP","party_werk",1,1,1
"2056","NRC Handelsblad","10-3-2021","MP","media_50Plus",-1,-1,1
"2057","NRC Handelsblad","10-3-2021","MP","media_Oprecht",-1,-1,1
"2058","NRC Handelsblad","10-3-2021","MP","media_PVV",-2,-1,2
"2059","NRC Handelsblad","10-3-2021","MP","media_Ubuntu",-1,-1,1
"2060","NRC Handelsblad","10-3-2021","MP","media_VOLT",1,1,1
"2061","NRC Handelsblad","10-3-2021","REA","?realityUD?_EuropeseUnie",-2,-1,2
"2062","NRC Handelsblad","10-3-2021","REA","?realityUD?_SocZek",-2,-1,2
"2063","NRC Handelsblad","10-3-2021","REA","?realityUD?_belastHeffing",-2,-1,2
"2064","NRC Handelsblad","10-3-2021","REA","?realityUD?_coronabestrijding",0,0,2
"2065","NRC Handelsblad","10-3-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"2066","NRC Handelsblad","10-3-2021","REA","?realityUD?_infrastructuur",-1,-1,1
"2067","NRC Handelsblad","10-3-2021","REA","?realityUD?_normenWaarden",-2,-1,2
"2068","NRC Handelsblad","10-3-2021","REA","?realityUD?_ondernemingsklimaat",-1,-0.666666666666667,3
"2069","NRC Handelsblad","10-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2070","NRC Handelsblad","10-3-2021","SF","?realitySF?_CDA",-1,-1,1
"2071","NRC Handelsblad","10-3-2021","SF","?realitySF?_GroenLinks",-1,-1,1
"2072","NRC Handelsblad","10-3-2021","SF","?realitySF?_PVV",-1,-1,1
"2073","NRC Handelsblad","10-3-2021","SF","?realitySF?_VOLT",1,1,1
"2074","NRC Handelsblad","10-3-2021","SF","?realitySF?_VVD",1,1,1
"2075","NRC Handelsblad","10-3-2021","SP","society_FvD",-1,-1,1
"2076","NRC Handelsblad","11-2-2021","CP","politics_FvD",-1,-1,1
"2077","NRC Handelsblad","11-2-2021","IP","party_OenW",3,1,3
"2078","NRC Handelsblad","11-2-2021","IP","party_bestrijdingCrim",1,1,1
"2079","NRC Handelsblad","11-2-2021","IP","party_campagne",2,1,2
"2080","NRC Handelsblad","11-2-2021","IP","party_infrastructuur",1,1,1
"2081","NRC Handelsblad","11-2-2021","IP","party_normenWaarden",2,1,2
"2082","NRC Handelsblad","11-2-2021","IP","party_terreurbestrijding",1,1,1
"2083","NRC Handelsblad","11-2-2021","IP","party_vrijheidsrechten",0,0,2
"2084","NRC Handelsblad","11-2-2021","MP","media_VVD",-1,-0.5,2
"2085","NRC Handelsblad","11-2-2021","REA","?realityUD?_OenW",1,1,1
"2086","NRC Handelsblad","11-2-2021","REA","?realityUD?_SocZek",1,0.111111111111111,9
"2087","NRC Handelsblad","11-2-2021","REA","?realityUD?_campagne",1,1,1
"2088","NRC Handelsblad","11-2-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"2089","NRC Handelsblad","11-2-2021","REA","?realityUD?_infrastructuur",0,0,2
"2090","NRC Handelsblad","11-2-2021","REA","?realityUD?_normenWaarden",0,0,2
"2091","NRC Handelsblad","11-2-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"2092","NRC Handelsblad","11-2-2021","REA","?realityUD?_ontwikkelingCrim",1,1,1
"2093","NRC Handelsblad","11-2-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"2094","NRC Handelsblad","11-2-2021","SF","?realitySF?_CDA",0,0,3
"2095","NRC Handelsblad","11-2-2021","SF","?realitySF?_FvD",-3,-1,3
"2096","NRC Handelsblad","11-2-2021","SF","?realitySF?_PvdA",0,0,1
"2097","NRC Handelsblad","11-2-2021","SF","?realitySF?_VVD",-1,-0.25,4
"2098","NRC Handelsblad","11-3-2021","CP","politics_VVD",-1,-1,1
"2099","NRC Handelsblad","11-3-2021","IP","party_OenW",1,0.2,5
"2100","NRC Handelsblad","11-3-2021","IP","party_campagne",0,0,1
"2101","NRC Handelsblad","11-3-2021","IP","party_coronabestrijding",1,1,1
"2102","NRC Handelsblad","11-3-2021","IP","party_normenWaarden",1,1,1
"2103","NRC Handelsblad","11-3-2021","IP","party_vrijheidsrechten",3,1,3
"2104","NRC Handelsblad","11-3-2021","MP","media_CDA",0,0,2
"2105","NRC Handelsblad","11-3-2021","MP","media_D66",1,1,1
"2106","NRC Handelsblad","11-3-2021","MP","media_VVD",0,0,2
"2107","NRC Handelsblad","11-3-2021","REA","?realityUD?_OenW",2,1,2
"2108","NRC Handelsblad","11-3-2021","REA","?realityUD?_SocZek",1,1,1
"2109","NRC Handelsblad","11-3-2021","REA","?realityUD?_campagne",0,0,7
"2110","NRC Handelsblad","11-3-2021","REA","?realityUD?_coronabestrijding",2,1,2
"2111","NRC Handelsblad","11-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"2112","NRC Handelsblad","11-3-2021","SF","?realitySF?_BIJ1",0,0,1
"2113","NRC Handelsblad","11-3-2021","SF","?realitySF?_CDA",-1,-0.333333333333333,3
"2114","NRC Handelsblad","11-3-2021","SF","?realitySF?_D66",1,1,1
"2115","NRC Handelsblad","11-3-2021","SF","?realitySF?_FvD",1,1,1
"2116","NRC Handelsblad","11-3-2021","SF","?realitySF?_GroenLinks",1,1,1
"2117","NRC Handelsblad","11-3-2021","SF","?realitySF?_PVV",1,1,1
"2118","NRC Handelsblad","11-3-2021","SF","?realitySF?_SP",2,1,2
"2119","NRC Handelsblad","11-3-2021","SP","society_CU",-1,-1,1
"2120","NRC Handelsblad","11-3-2021","SP","society_VVD",2,1,2
"2121","NRC Handelsblad","12-2-2021","IP","party_EuropeseUnie",-3,-1,3
"2122","NRC Handelsblad","12-2-2021","IP","party_SocZek",-1,-1,1
"2123","NRC Handelsblad","12-2-2021","MP","media_D66",-1,-1,1
"2124","NRC Handelsblad","12-2-2021","MP","media_FvD",-1,-1,1
"2125","NRC Handelsblad","12-2-2021","REA","?realityUD?_SocZek",0,0,4
"2126","NRC Handelsblad","12-2-2021","SF","?realitySF?_FvD",-3,-1,3
"2127","NRC Handelsblad","12-3-2021","IP","party_OenW",2,1,2
"2128","NRC Handelsblad","12-3-2021","IP","party_campagne",-1,-0.333333333333333,3
"2129","NRC Handelsblad","12-3-2021","IP","party_geZorg",3,1,3
"2130","NRC Handelsblad","12-3-2021","IP","party_integratie",-2,-1,2
"2131","NRC Handelsblad","12-3-2021","IP","party_klimaatMilieu",-3,-0.6,5
"2132","NRC Handelsblad","12-3-2021","IP","party_normenWaarden",-1,-1,1
"2133","NRC Handelsblad","12-3-2021","IP","party_ontwikkelingCrim",-1,-1,1
"2134","NRC Handelsblad","12-3-2021","IP","party_vrijheidsrechten",-3,-1,3
"2135","NRC Handelsblad","12-3-2021","MP","media_BIJ1",-2,-1,2
"2136","NRC Handelsblad","12-3-2021","MP","media_D66",1,0.333333333333333,3
"2137","NRC Handelsblad","12-3-2021","MP","media_FvD",-1,-1,1
"2138","NRC Handelsblad","12-3-2021","MP","media_GroenLinks",1,1,1
"2139","NRC Handelsblad","12-3-2021","MP","media_PVV",-1,-1,1
"2140","NRC Handelsblad","12-3-2021","MP","media_PvdA",-3,-0.75,4
"2141","NRC Handelsblad","12-3-2021","MP","media_PvdD",-1,-1,1
"2142","NRC Handelsblad","12-3-2021","MP","media_VVD",-2,-0.5,4
"2143","NRC Handelsblad","12-3-2021","REA","?realityUD?_campagne",-5,-0.714285714285714,7
"2144","NRC Handelsblad","12-3-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"2145","NRC Handelsblad","12-3-2021","REA","?realityUD?_geZorg",1,1,1
"2146","NRC Handelsblad","12-3-2021","REA","?realityUD?_integratie",3,1,3
"2147","NRC Handelsblad","12-3-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2148","NRC Handelsblad","12-3-2021","REA","?realityUD?_ondernemingsklimaat",2,1,2
"2149","NRC Handelsblad","12-3-2021","REA","?realityUD?_werk",-1,-1,1
"2150","NRC Handelsblad","12-3-2021","REA","?realityUD?_woning",-1,-1,1
"2151","NRC Handelsblad","12-3-2021","SF","?realitySF?_PVV",-1,-1,1
"2152","NRC Handelsblad","12-3-2021","SP","society_CDA",-1,-1,1
"2153","NRC Handelsblad","12-3-2021","SP","society_D66",1,1,1
"2154","NRC Handelsblad","12-3-2021","SP","society_FvD",1,1,1
"2155","NRC Handelsblad","12-3-2021","SP","society_PVV",-1,-1,1
"2156","NRC Handelsblad","13-2-2021","IP","party_OenW",2,1,2
"2157","NRC Handelsblad","13-2-2021","IP","party_coronabestrijding",2,1,2
"2158","NRC Handelsblad","13-2-2021","IP","party_klimaatMilieu",-2,-1,2
"2159","NRC Handelsblad","13-2-2021","IP","party_ontwikkelingCrim",2,1,2
"2160","NRC Handelsblad","13-2-2021","IP","party_woning",2,0.333333333333333,6
"2161","NRC Handelsblad","13-2-2021","REA","?realityUD?_OenW",2,1,2
"2162","NRC Handelsblad","13-2-2021","REA","?realityUD?_campagne",-2,-0.5,4
"2163","NRC Handelsblad","13-2-2021","REA","?realityUD?_coronabestrijding",2,0.2,10
"2164","NRC Handelsblad","13-2-2021","REA","?realityUD?_infrastructuur",0,0,2
"2165","NRC Handelsblad","13-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,2
"2166","NRC Handelsblad","13-2-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"2167","NRC Handelsblad","13-2-2021","SF","?realitySF?_CDA",0,0,2
"2168","NRC Handelsblad","13-2-2021","SF","?realitySF?_FvD",-2,-1,2
"2169","NRC Handelsblad","13-2-2021","SF","?realitySF?_PVV",-4,-0.666666666666667,6
"2170","NRC Handelsblad","13-2-2021","SF","?realitySF?_VVD",2,0.5,4
"2171","NRC Handelsblad","13-3-2021","CP","politics_CDA",-1,-1,1
"2172","NRC Handelsblad","13-3-2021","IP","party_OenW",-1,-0.333333333333333,3
"2173","NRC Handelsblad","13-3-2021","IP","party_campagne",0,0,1
"2174","NRC Handelsblad","13-3-2021","IP","party_coronabestrijding",-1,-1,1
"2175","NRC Handelsblad","13-3-2021","IP","party_klimaatMilieu",5,1,5
"2176","NRC Handelsblad","13-3-2021","IP","party_normenWaarden",0,0,1
"2177","NRC Handelsblad","13-3-2021","IP","party_vrijheidsrechten",-2,-1,2
"2178","NRC Handelsblad","13-3-2021","MP","media_CDA",-2,-0.666666666666667,3
"2179","NRC Handelsblad","13-3-2021","MP","media_PvdA",-1,-1,1
"2180","NRC Handelsblad","13-3-2021","REA","?realityUD?_belastHeffing",0,0,2
"2181","NRC Handelsblad","13-3-2021","REA","?realityUD?_campagne",0,0,2
"2182","NRC Handelsblad","13-3-2021","REA","?realityUD?_coronabestrijding",0,0,2
"2183","NRC Handelsblad","13-3-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"2184","NRC Handelsblad","13-3-2021","REA","?realityUD?_werk",1,1,1
"2185","NRC Handelsblad","13-3-2021","SF","?realitySF?_VVD",1,1,1
"2186","NRC Handelsblad","13-3-2021","SP","society_D66",-1,-1,1
"2187","NRC Handelsblad","13-3-2021","SP","society_VVD",-1,-1,1
"2188","NRC Handelsblad","15-2-2021","REA","?realityUD?_campagne",-2,-1,2
"2189","NRC Handelsblad","15-2-2021","REA","?realityUD?_coronabestrijding",0,0,4
"2190","NRC Handelsblad","15-2-2021","REA","?realityUD?_ondernemingsklimaat",-2,-1,2
"2191","NRC Handelsblad","15-2-2021","REA","?realityUD?_ontwikkelingCrim",2,1,2
"2192","NRC Handelsblad","15-2-2021","SF","?realitySF?_PVV",-2,-1,2
"2193","NRC Handelsblad","15-3-2021","IP","party_SocZek",2,1,2
"2194","NRC Handelsblad","15-3-2021","IP","party_ontwikkelingCrim",-1,-1,1
"2195","NRC Handelsblad","15-3-2021","MP","media_CDA",1,1,1
"2196","NRC Handelsblad","15-3-2021","MP","media_FvD",-1,-1,1
"2197","NRC Handelsblad","15-3-2021","MP","media_JA21",1,1,1
"2198","NRC Handelsblad","15-3-2021","MP","media_VVD",-3,-1,3
"2199","NRC Handelsblad","15-3-2021","REA","?realityUD?_campagne",0,0,2
"2200","NRC Handelsblad","15-3-2021","REA","?realityUD?_coronabestrijding",-3,-1,3
"2201","NRC Handelsblad","15-3-2021","REA","?realityUD?_geZorg",1,0.5,2
"2202","NRC Handelsblad","15-3-2021","SF","?realitySF?_CDA",-1,-1,1
"2203","NRC Handelsblad","15-3-2021","SF","?realitySF?_FvD",1,0.333333333333333,3
"2204","NRC Handelsblad","15-3-2021","SF","?realitySF?_VVD",1,1,1
"2205","NRC Handelsblad","15-3-2021","SP","society_GroenLinks",1,1,1
"2206","NRC Handelsblad","16-2-2021","IP","party_EuropeseUnie",-8,-1,8
"2207","NRC Handelsblad","16-2-2021","IP","party_integratie",-8,-1,8
"2208","NRC Handelsblad","16-2-2021","REA","?realityUD?_bestVernieuw",2,1,2
"2209","NRC Handelsblad","16-2-2021","REA","?realityUD?_coronabestrijding",2,1,2
"2210","NRC Handelsblad","16-2-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"2211","NRC Handelsblad","16-2-2021","SF","?realitySF?_PVV",0,0,2
"2212","NRC Handelsblad","16-2-2021","SF","?realitySF?_VVD",0,0,2
"2213","NRC Handelsblad","16-3-2021","IP","party_bestrijdingCrim",2,1,2
"2214","NRC Handelsblad","16-3-2021","IP","party_coronabestrijding",-1,-1,1
"2215","NRC Handelsblad","16-3-2021","MP","media_JA21",1,1,1
"2216","NRC Handelsblad","16-3-2021","MP","media_PvdA",-1,-1,1
"2217","NRC Handelsblad","16-3-2021","MP","media_SP",-1,-1,1
"2218","NRC Handelsblad","16-3-2021","MP","media_VVD",1,1,1
"2219","NRC Handelsblad","16-3-2021","REA","?realityUD?_bestrijdingCrim",-1,-1,1
"2220","NRC Handelsblad","16-3-2021","REA","?realityUD?_campagne",-3,-0.333333333333333,9
"2221","NRC Handelsblad","16-3-2021","REA","?realityUD?_coronabestrijding",1,0.2,5
"2222","NRC Handelsblad","16-3-2021","REA","?realityUD?_coronaverspreiding",-2,-1,2
"2223","NRC Handelsblad","16-3-2021","REA","?realityUD?_ontwikkelingCrim",-1,-1,1
"2224","NRC Handelsblad","16-3-2021","SF","?realitySF?_BBB",1,1,1
"2225","NRC Handelsblad","16-3-2021","SF","?realitySF?_BIJ1",1,1,1
"2226","NRC Handelsblad","16-3-2021","SF","?realitySF?_CDA",0,0,4
"2227","NRC Handelsblad","16-3-2021","SF","?realitySF?_CU",0,0,1
"2228","NRC Handelsblad","16-3-2021","SF","?realitySF?_CodeOranje",1,1,1
"2229","NRC Handelsblad","16-3-2021","SF","?realitySF?_PvdA",0,0,1
"2230","NRC Handelsblad","16-3-2021","SF","?realitySF?_SP",0,0,1
"2231","NRC Handelsblad","16-3-2021","SF","?realitySF?_VOLT",1,1,1
"2232","NRC Handelsblad","16-3-2021","SF","?realitySF?_VVD",5,1,5
"2233","NRC Handelsblad","16-3-2021","SP","society_CDA",-1,-1,1
"2234","NRC Handelsblad","16-3-2021","SP","society_FvD",-3,-0.6,5
"2235","NRC Handelsblad","17-2-2021","IP","party_coronabestrijding",2,1,2
"2236","NRC Handelsblad","17-2-2021","IP","party_ontwikkelingCrim",-2,-1,2
"2237","NRC Handelsblad","17-2-2021","REA","?realityUD?_OenW",-2,-1,2
"2238","NRC Handelsblad","17-2-2021","REA","?realityUD?_coronabestrijding",-4,-0.333333333333333,12
"2239","NRC Handelsblad","17-2-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"2240","NRC Handelsblad","17-2-2021","REA","?realityUD?_klimaatMilieu",-2,-1,2
"2241","NRC Handelsblad","17-2-2021","SF","?realitySF?_VVD",-2,-1,2
"2242","NRC Handelsblad","18-2-2021","IP","party_OenW",1,0.2,5
"2243","NRC Handelsblad","18-2-2021","IP","party_woning",5,1,5
"2244","NRC Handelsblad","18-2-2021","REA","?realityUD?_begrotingssaldo",1,1,1
"2245","NRC Handelsblad","18-2-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"2246","NRC Handelsblad","18-2-2021","REA","?realityUD?_woning",1,1,1
"2247","NRC Handelsblad","18-2-2021","SP","society_CU",-1,-1,1
"2248","NRC Handelsblad","19-2-2021","CP","politics_CDA",-1,-1,1
"2249","NRC Handelsblad","19-2-2021","IP","party_campagne",1,1,1
"2250","NRC Handelsblad","19-2-2021","IP","party_normenWaarden",-1,-1,1
"2251","NRC Handelsblad","19-2-2021","MP","media_FvD",-2,-1,2
"2252","NRC Handelsblad","19-2-2021","REA","?realityUD?_OenW",-2,-1,2
